"","State","Year","Undergrad","Professional","Grad","Total"
"921","Massachusetts",2005,56,20,3,79
"922","Massachusetts",2004,53,25,9,87
"923","Massachusetts",2003,51,69,10,130
"924","Massachusetts",2002,43,65,10,118
"925","Massachusetts",2001,48,60,8,116
"926","Massachusetts",2000,48,48,5,101
"927","Massachusetts",1999,45,56,4,105
"928","Massachusetts",1998,48,47,6,101
"929","Massachusetts",1997,40,7,41,88
"930","Massachusetts",1996,41,7,42,90
"931","Massachusetts",1995,44,0,32,76
"932","Massachusetts",1994,36,0,25,61
"933","Massachusetts",1993,46,0,26,72
"934","Massachusetts",1992,43,0,26,69
"935","Massachusetts",1991,38,0,26,64
"936","Massachusetts",1990,26,1,24,51
"937","Massachusetts",1989,30,1,23,54
"938","Massachusetts",1988,18,1,27,46
"939","Massachusetts",1987,18,0,30,48
"940","Massachusetts",1986,12,1,37,50
"941","Massachusetts",1985,10,0,40,50
"942","Massachusetts",1984,10,3,28,41
"943","Massachusetts",1983,8,1,36,45
"944","Massachusetts",1982,12,0,39,51
"945","Massachusetts",1981,16,0,41,57
"946","Massachusetts",1980,10,1,46,57
"947","Massachusetts",1979,12,2,44,58
"948","Massachusetts",1978,16,2,47,65
"949","Massachusetts",1977,13,0,30,43
"950","Massachusetts",1976,12,4,39,55
"951","Massachusetts",1975,12,4,46,62
"952","Michigan",2017,86,131,41,258
"953","Michigan",2016,81,101,46,228
"954","Michigan",2015,76,110,39,225
"955","Michigan",2014,85,114,34,233
"956","Michigan",2013,83,105,29,217
"957","Michigan",2012,63,89,36,188
"958","Michigan",2011,65,82,40,187
"959","Michigan",2010,50,84,38,172
"960","Michigan",2009,50,84,38,172
"961","Michigan",2008,60,75,17,152
"962","Michigan",2007,63,55,17,135
"963","Michigan",2006,79,67,17,163
"964","Michigan",2005,68,65,14,147
"965","Michigan",2004,68,54,20,142
"966","Michigan",2003,71,134,27,232
"967","Michigan",2002,68,119,21,208
"968","Michigan",2001,67,106,18,191
"969","Michigan",2000,56,98,15,169
"970","Michigan",1999,54,99,14,167
"971","Michigan",1998,62,102,12,176
"972","Michigan",1997,55,18,110,183
"973","Michigan",1996,61,19,111,191
"974","Michigan",1995,58,10,95,163
"975","Michigan",1994,57,10,76,143
"976","Michigan",1993,56,13,74,143
"977","Michigan",1992,42,14,85,141
"978","Michigan",1991,44,9,81,134
"979","Michigan",1990,38,6,100,144
"980","Michigan",1989,37,1,74,112
"981","Michigan",1988,32,4,72,108
"982","Michigan",1987,40,5,71,116
"983","Michigan",1986,35,9,70,114
"984","Michigan",1985,31,6,67,104
"985","Michigan",1984,26,11,72,109
"986","Michigan",1983,28,9,55,92
"987","Michigan",1982,24,7,60,91
"988","Michigan",1981,25,6,75,106
"989","Michigan",1980,30,11,69,110
"990","Michigan",1979,27,9,63,99
"991","Michigan",1978,20,5,55,80
"992","Michigan",1977,28,2,64,94
"993","Michigan",1976,21,4,73,98
"994","Michigan",1975,15,6,58,79
"995","Military",2017,6,3,1,10
"996","Military",2016,8,1,0,9
"997","Military",2015,7,3,0,10
"998","Military",2014,6,1,0,7
"999","Military",2013,4,1,0,5
"1000","Military",2012,7,0,0,7
"1001","Military",2011,11,0,0,11
"1002","Military",2010,7,0,0,7
"1003","Military",2009,7,0,0,7
"1004","Military",2008,6,0,0,6
"1005","Military",2007,3,0,0,3
"1006","Military",2006,1,0,0,1
"1007","Military",2005,2,0,0,2
"1008","Military",2004,6,0,0,6
"1009","Military",2003,1,2,0,3
"1010","Military",2002,1,1,0,2
"1011","Military",2001,0,0,0,0
"1012","Military",2000,1,0,0,1
"1013","Minnesota",2017,77,77,7,161
"1014","Minnesota",2016,80,52,9,141
"1015","Minnesota",2015,71,51,4,126
"1016","Minnesota",2014,69,50,5,124
"1017","Minnesota",2013,53,49,6,108
"1018","Minnesota",2012,58,48,6,112
"1019","Minnesota",2011,56,53,6,115
"1020","Minnesota",2010,43,60,4,107
"1021","Minnesota",2009,43,60,4,107
"1022","Minnesota",2008,37,43,3,83
"1023","Minnesota",2007,39,43,0,82
"1024","Minnesota",2006,44,38,2,84
"1025","Minnesota",2005,48,25,1,74
"1026","Minnesota",2004,60,25,2,87
"1027","Minnesota",2003,58,89,0,147
"1028","Minnesota",2002,64,77,0,141
"1029","Minnesota",2001,72,75,0,147
"1030","Minnesota",2000,69,64,0,133
"1031","Minnesota",1999,73,63,2,138
"1032","Minnesota",1998,56,67,2,125
"1033","Minnesota",1997,46,2,59,107
"1034","Minnesota",1996,4,0,54,58
"1035","Minnesota",1995,33,1,55,89
"1036","Minnesota",1994,30,1,39,70
"1037","Minnesota",1993,28,1,35,64
"1038","Minnesota",1992,19,1,43,63
"1039","Minnesota",1991,19,2,36,57
"1040","Minnesota",1990,23,1,3,27
"1041","Minnesota",1989,25,0,31,56
"1042","Minnesota",1988,23,0,29,52
"1043","Minnesota",1987,22,1,33,56
"1044","Minnesota",1986,15,1,36,52
"1045","Minnesota",1985,14,0,53,67
"1046","Minnesota",1984,11,0,58,69
"1047","Minnesota",1983,11,0,59,70
"1048","Minnesota",1982,9,1,44,54
"1049","Minnesota",1981,13,1,45,59
"1050","Minnesota",1980,9,1,45,55
"1051","Minnesota",1979,8,0,33,41
"1052","Minnesota",1978,9,0,36,45
"1053","Minnesota",1977,7,2,48,57
"1054","Minnesota",1976,6,2,38,46
"1055","Minnesota",1975,12,3,33,48
"1056","Mississippi",2017,6,10,0,16
"1057","Mississippi",2016,5,6,0,11
"1058","Mississippi",2015,4,6,0,10
"1059","Mississippi",2014,3,8,0,11
"1060","Mississippi",2013,6,10,0,16
"1061","Mississippi",2012,5,8,1,14
"1062","Mississippi",2011,4,7,1,12
"1063","Mississippi",2010,2,8,1,11
"1064","Mississippi",2009,2,8,1,11
"1065","Mississippi",2008,5,5,0,10
"1066","Mississippi",2007,6,3,0,9
"1067","Mississippi",2006,4,4,1,9
"1068","Mississippi",2005,5,5,1,11
"1069","Mississippi",2004,4,4,0,8
"1070","Mississippi",2003,1,13,0,14
"1071","Mississippi",2002,3,14,0,17
"1072","Mississippi",2001,2,12,0,14
"1073","Mississippi",2000,4,12,0,16
"1074","Mississippi",1999,2,13,0,15
"1075","Mississippi",1998,4,18,0,22
"1076","Mississippi",1997,7,1,11,19
"1077","Mississippi",1996,6,1,10,17
"1078","Mississippi",1995,7,0,6,13
"1079","Mississippi",1994,8,0,7,15
"1080","Mississippi",1993,5,0,10,15
"1081","Mississippi",1992,4,0,7,11
"1082","Mississippi",1991,2,0,9,11
"1083","Mississippi",1990,0,0,7,7
"1084","Mississippi",1989,0,0,6,6
"1085","Mississippi",1988,2,0,6,8
"1086","Mississippi",1987,2,0,4,6
"1087","Mississippi",1986,2,0,3,5
"1088","Mississippi",1985,2,1,5,8
"1089","Mississippi",1984,2,0,4,6
"1090","Mississippi",1983,1,0,5,6
"1091","Mississippi",1982,1,0,3,4
"1092","Mississippi",1981,5,0,6,11
"1093","Mississippi",1980,4,0,7,11
"1094","Mississippi",1979,3,0,2,5
"1095","Mississippi",1978,6,0,6,12
"1096","Mississippi",1977,2,0,12,14
"1097","Mississippi",1976,1,0,12,13
"1098","Mississippi",1975,0,0,16,16
"1099","Missouri",2017,122,127,10,259
"1100","Missouri",2016,134,75,6,215
"1101","Missouri",2015,138,67,9,214
"1102","Missouri",2014,141,73,10,224
"1103","Missouri",2013,138,84,9,231
"1104","Missouri",2012,140,92,12,244
"1105","Missouri",2011,133,78,11,222
"1106","Missouri",2010,133,82,12,227
"1107","Missouri",2009,133,82,12,227
"1108","Missouri",2008,167,72,8,247
"1109","Missouri",2007,174,67,9,250
"1110","Missouri",2006,202,66,8,276
"1111","Missouri",2005,227,45,6,278
"1112","Missouri",2004,244,41,5,290
"1113","Missouri",2003,289,123,4,416
"1114","Missouri",2002,286,109,6,401
"1115","Missouri",2001,298,113,3,414
"1116","Missouri",2000,284,103,5,392
"1117","Missouri",1999,284,106,9,399
"1118","Missouri",1998,288,107,14,409
"1119","Missouri",1997,280,15,96,391
"1120","Missouri",1996,276,13,81,370
"1121","Missouri",1995,232,8,76,316
"1122","Missouri",1994,227,8,69,304
"1123","Missouri",1993,191,5,80,276
"1124","Missouri",1992,169,2,88,259
"1125","Missouri",1991,181,5,69,255
"1126","Missouri",1990,177,6,60,243
"1127","Missouri",1989,159,6,62,227
"1128","Missouri",1988,167,7,56,230
"1129","Missouri",1987,174,5,71,250
"1130","Missouri",1986,165,10,64,239
"1131","Missouri",1985,169,0,61,230
"1132","Missouri",1984,137,3,53,193
"1133","Missouri",1983,128,4,62,194
"1134","Missouri",1982,112,5,9,126
"1135","Missouri",1981,96,7,61,164
"1136","Missouri",1980,86,4,76,166
"1137","Missouri",1979,78,0,63,141
"1138","Missouri",1978,66,4,67,137
"1139","Missouri",1977,63,2,59,124
"1140","Missouri",1976,54,3,61,118
"1141","Missouri",1975,56,2,73,131
"1142","Montana",2017,1,3,0,4
"1143","Montana",2016,0,4,0,4
"1144","Montana",2015,0,3,0,3
"1145","Montana",2014,0,3,0,3
"1146","Montana",2013,0,3,0,3
"1147","Montana",2012,0,6,0,6
"1148","Montana",2011,0,6,0,6
"1149","Montana",2010,1,4,0,5
"1150","Montana",2009,1,4,0,5
"1151","Montana",2008,1,3,0,4
"1152","Montana",2007,1,3,0,4
"1153","Montana",2006,0,2,0,2
"1154","Montana",2005,1,2,0,3
"1155","Montana",2004,3,5,0,8
"1156","Montana",2003,2,7,1,10
"1157","Montana",2002,4,8,1,13
"1158","Montana",2001,1,9,1,11
"1159","Montana",2000,2,7,1,10
"1160","Montana",1999,3,5,1,9
"1161","Montana",1998,2,3,1,6
"1162","Montana",1997,3,0,9,12
"1163","Montana",1996,2,0,5,7
"1164","Montana",1995,4,0,3,7
"1165","Montana",1994,4,0,3,7
"1166","Montana",1993,3,0,6,9
"1167","Montana",1992,2,0,3,5
"1168","Montana",1991,3,0,0,3
"1169","Montana",1990,2,0,1,3
"1170","Montana",1989,1,0,4,5
"1171","Montana",1988,1,0,2,3
"1172","Montana",1987,3,0,4,7
"1173","Montana",1986,4,0,5,9
"1174","Montana",1985,3,0,9,12
"1175","Montana",1984,1,0,8,9
"1176","Montana",1983,2,0,7,9
"1177","Montana",1982,1,0,4,5
"1178","Montana",1981,3,0,4,7
"1179","Montana",1980,0,0,4,4
"1180","Montana",1979,0,0,4,4
"1181","Montana",1978,0,0,4,4
"1182","Montana",1977,1,1,5,7
"1183","Montana",1976,0,0,2,2
"1184","Montana",1975,0,0,4,4
"1185","Nebraska",2017,7,28,1,36
"1186","Nebraska",2016,7,18,3,28
"1187","Nebraska",2015,5,19,2,26
"1188","Nebraska",2014,11,16,1,28
"1189","Nebraska",2013,10,16,0,26
"1190","Nebraska",2012,11,14,1,26
"1191","Nebraska",2011,12,14,2,28
"1192","Nebraska",2010,8,22,2,32
"1193","Nebraska",2009,8,22,2,32
"1194","Nebraska",2008,14,15,2,31
"1195","Nebraska",2007,15,18,2,35
"1196","Nebraska",2006,20,17,2,39
"1197","Nebraska",2005,18,14,1,33
"1198","Nebraska",2004,18,11,1,30
"1199","Nebraska",2003,21,26,0,47
"1200","Nebraska",2002,28,26,1,55
"1201","Nebraska",2001,29,28,1,58
"1202","Nebraska",2000,37,20,1,58
"1203","Nebraska",1999,42,14,0,56
"1204","Nebraska",1998,39,16,1,56
"1205","Nebraska",1997,35,1,19,55
"1206","Nebraska",1996,30,2,19,51
"1207","Nebraska",1995,21,1,19,41
"1208","Nebraska",1994,12,1,12,25
"1209","Nebraska",1993,10,0,13,23
"1210","Nebraska",1992,14,0,13,27
"1211","Nebraska",1991,14,0,14,28
"1212","Nebraska",1990,18,0,1,19
"1213","Nebraska",1989,16,1,8,25
"1214","Nebraska",1988,14,1,13,28
"1215","Nebraska",1987,16,0,10,26
"1216","Nebraska",1986,7,1,18,26
"1217","Nebraska",1985,17,1,18,36
"1218","Nebraska",1984,18,0,20,38
"1219","Nebraska",1983,11,0,15,26
"1220","Nebraska",1982,11,0,10,21
"1221","Nebraska",1981,7,0,10,17
"1222","Nebraska",1980,8,1,15,24
"1223","Nebraska",1979,6,1,14,21
"1224","Nebraska",1978,12,1,13,26
"1225","Nebraska",1977,11,0,15,26
"1226","Nebraska",1976,10,0,16,26
"1227","Nebraska",1975,11,0,20,31
"1228","Nevada",2017,11,7,3,21
"1229","Nevada",2016,8,5,3,16
"1230","Nevada",2015,8,6,2,16
"1231","Nevada",2014,9,5,1,15
"1232","Nevada",2013,8,4,1,13
"1233","Nevada",2012,9,6,1,16
"1234","Nevada",2011,9,5,0,14
"1235","Nevada",2010,8,6,0,14
"1236","Nevada",2009,8,6,0,14
"1237","Nevada",2008,11,3,0,14
"1238","Nevada",2007,11,4,0,15
"1239","Nevada",2006,10,2,0,12
"1240","Nevada",2005,7,1,0,8
"1241","Nevada",2004,6,1,1,8
"1242","Nevada",2003,11,4,2,17
"1243","Nevada",2002,11,3,2,16
"1244","Nevada",2001,10,4,1,15
"1245","Nevada",2000,12,8,0,20
"1246","Nevada",1999,10,8,0,18
"1247","Nevada",1998,10,3,0,13
"1248","Nevada",1997,10,0,6,16
"1249","Nevada",1996,6,0,7,13
"1250","Nevada",1995,7,0,4,11
"1251","Nevada",1994,6,0,3,9
"1252","Nevada",1993,6,0,1,7
"1253","Nevada",1992,7,1,0,8
"1254","Nevada",1991,2,0,4,6
"1255","Nevada",1990,2,0,3,5
"1256","Nevada",1989,2,0,2,4
"1257","Nevada",1988,2,0,5,7
"1258","Nevada",1987,2,0,3,5
"1259","Nevada",1986,1,0,1,2
"1260","Nevada",1985,2,1,2,5
"1261","Nevada",1984,2,0,1,3
"1262","Nevada",1983,0,0,1,1
"1263","Nevada",1982,1,0,2,3
"1264","Nevada",1981,0,0,2,2
"1265","Nevada",1980,0,0,2,2
"1266","Nevada",1979,0,0,1,1
"1267","Nevada",1978,0,0,2,2
"1268","Nevada",1977,1,0,4,5
"1269","Nevada",1976,1,0,2,3
"1270","Nevada",1975,1,0,0,1
"1271","New Hampshire",2017,16,10,1,27
"1272","New Hampshire",2016,17,7,1,25
"1273","New Hampshire",2015,13,11,1,25
"1274","New Hampshire",2014,11,12,1,24
"1275","New Hampshire",2013,10,15,2,27
"1276","New Hampshire",2012,8,13,1,22
"1277","New Hampshire",2011,7,11,1,19
"1278","New Hampshire",2010,9,8,0,17
"1279","New Hampshire",2009,9,8,0,17
"1280","New Hampshire",2008,9,5,1,15
"1281","New Hampshire",2007,12,3,1,16
"1282","New Hampshire",2006,15,4,2,21
"1283","New Hampshire",2005,12,3,2,17
"1284","New Hampshire",2004,7,2,2,11
"1285","New Hampshire",2003,8,12,3,23
"1286","New Hampshire",2002,7,12,2,21
"1287","New Hampshire",2001,5,11,2,18
"1288","New Hampshire",2000,5,12,2,19
"1289","New Hampshire",1999,5,11,0,16
"1290","New Hampshire",1998,4,10,0,14
"1291","New Hampshire",1997,8,0,8,16
"1292","New Hampshire",1996,7,0,10,17
"1293","New Hampshire",1995,7,0,10,17
"1294","New Hampshire",1994,6,0,7,13
"1295","New Hampshire",1993,7,0,8,15
"1296","New Hampshire",1992,9,0,5,14
"1297","New Hampshire",1991,9,0,4,13
"1298","New Hampshire",1990,9,0,6,15
"1299","New Hampshire",1989,5,0,4,9
"1300","New Hampshire",1988,4,0,2,6
"1301","New Hampshire",1987,4,0,4,8
"1302","New Hampshire",1986,5,0,6,11
"1303","New Hampshire",1985,2,1,5,8
"1304","New Hampshire",1984,1,1,8,10
"1305","New Hampshire",1983,0,0,1,1
"1306","New Hampshire",1982,1,0,1,2
"1307","New Hampshire",1981,1,0,7,8
"1308","New Hampshire",1980,0,0,8,8
"1309","New Hampshire",1979,3,0,13,16
"1310","New Hampshire",1978,1,0,12,13
"1311","New Hampshire",1977,2,0,11,13
"1312","New Hampshire",1976,2,0,11,13
"1313","New Hampshire",1975,2,0,9,11
"1314","New Jersey",2017,328,88,14,430
"1315","New Jersey",2016,312,49,17,378
"1316","New Jersey",2015,317,42,13,372
"1317","New Jersey",2014,280,44,14,338
"1318","New Jersey",2013,243,48,8,299
"1319","New Jersey",2012,207,49,8,264
"1320","New Jersey",2011,195,45,11,251
"1321","New Jersey",2010,169,41,13,223
"1322","New Jersey",2009,169,41,13,223
"1323","New Jersey",2008,157,31,12,200
"1324","New Jersey",2007,130,29,15,174
"1325","New Jersey",2006,138,32,15,185
"1326","New Jersey",2005,154,28,14,196
"1327","New Jersey",2004,158,28,12,198
"1328","New Jersey",2003,155,76,10,241
"1329","New Jersey",2002,125,71,8,204
"1330","New Jersey",2001,125,75,8,208
"1331","New Jersey",2000,110,74,7,191
"1332","New Jersey",1999,108,60,10,178
"1333","New Jersey",1998,117,57,6,180
"1334","New Jersey",1997,106,8,58,172
"1335","New Jersey",1996,123,9,53,185
"1336","New Jersey",1995,109,2,49,160
"1337","New Jersey",1994,107,2,47,156
"1338","New Jersey",1993,93,4,42,139
"1339","New Jersey",1992,82,4,36,122
"1340","New Jersey",1991,77,4,37,118
"1341","New Jersey",1990,76,2,37,115
"1342","New Jersey",1989,68,5,30,103
"1343","New Jersey",1988,65,5,30,100
"1344","New Jersey",1987,68,2,35,105
"1345","New Jersey",1986,57,1,30,88
"1346","New Jersey",1985,64,0,39,103
"1347","New Jersey",1984,49,3,43,95
"1348","New Jersey",1983,43,2,39,84
"1349","New Jersey",1982,35,4,49,88
"1350","New Jersey",1981,34,3,51,88
"1351","New Jersey",1980,32,4,46,82
"1352","New Jersey",1979,29,1,57,87
"1353","New Jersey",1978,36,3,43,82
"1354","New Jersey",1977,39,5,51,95
"1355","New Jersey",1976,36,5,47,88
"1356","New Jersey",1975,46,2,58,106
"1357","New Mexico",2017,8,24,0,32
"1358","New Mexico",2016,8,18,1,27
"1359","New Mexico",2015,7,11,1,19
"1360","New Mexico",2014,6,10,1,17
"1361","New Mexico",2013,3,11,1,15
"1362","New Mexico",2012,7,12,0,19
"1363","New Mexico",2011,7,13,0,20
"1364","New Mexico",2010,4,14,0,18
"1365","New Mexico",2009,4,14,0,18
"1366","New Mexico",2008,3,16,0,19
"1367","New Mexico",2007,6,13,1,20
"1368","New Mexico",2006,5,10,2,17
"1369","New Mexico",2005,7,9,2,18
"1370","New Mexico",2004,9,9,1,19
"1371","New Mexico",2003,10,24,0,34
"1372","New Mexico",2002,10,24,0,34
"1373","New Mexico",2001,7,23,0,30
"1374","New Mexico",2000,7,25,0,32
"1375","New Mexico",1999,14,29,1,44
"1376","New Mexico",1998,12,28,1,41
"1377","New Mexico",1997,12,1,27,40
"1378","New Mexico",1996,12,1,27,40
"1379","New Mexico",1995,4,0,21,25
"1380","New Mexico",1994,3,0,24,27
"1381","New Mexico",1993,6,0,13,19
"1382","New Mexico",1992,7,0,10,17
"1383","New Mexico",1991,6,0,12,18
"1384","New Mexico",1990,5,0,14,19
"1385","New Mexico",1989,5,0,10,15
"1386","New Mexico",1988,6,0,14,20
"1387","New Mexico",1987,6,0,11,17
"1388","New Mexico",1986,4,0,13,17
"1389","New Mexico",1985,5,0,17,22
"1390","New Mexico",1984,5,1,13,19
"1391","New Mexico",1983,5,1,16,22
"1392","New Mexico",1982,4,0,13,17
"1393","New Mexico",1981,2,0,11,13
"1394","New Mexico",1980,1,0,11,12
"1395","New Mexico",1979,3,0,10,13
"1396","New Mexico",1978,5,0,14,19
"1397","New Mexico",1977,2,0,17,19
"1398","New Mexico",1976,1,0,15,16
"1399","New Mexico",1975,1,0,14,15
"1400","New York",2017,176,154,19,349
"1401","New York",2016,176,98,19,293
"1402","New York",2015,182,98,12,292
"1403","New York",2014,166,99,16,281
"1404","New York",2013,137,106,16,259
"1405","New York",2012,125,101,22,248
"1406","New York",2011,98,92,23,213
"1407","New York",2010,90,79,23,192
"1408","New York",2009,90,79,23,192
"1409","New York",2008,76,73,16,165
"1410","New York",2007,72,75,15,162
"1411","New York",2006,84,81,18,183
"1412","New York",2005,100,56,12,168
"1413","New York",2004,102,56,10,168
"1414","New York",2003,121,153,15,289
"1415","New York",2002,122,153,20,295
"1416","New York",2001,119,135,16,270
"1417","New York",2000,115,136,23,274
"1418","New York",1999,119,131,21,271
"1419","New York",1998,120,143,17,280
"1420","New York",1997,124,13,137,274
"1421","New York",1996,127,12,131,270
"1422","New York",1995,124,12,107,243
"1423","New York",1994,107,12,83,202
"1424","New York",1993,108,14,96,218
"1425","New York",1992,96,11,114,221
"1426","New York",1991,89,5,91,185
"1427","New York",1990,88,3,96,187
"1428","New York",1989,69,6,89,164
"1429","New York",1988,69,7,86,162
"1430","New York",1987,59,3,82,144
"1431","New York",1986,52,4,84,140
"1432","New York",1985,46,2,105,153
"1433","New York",1984,34,2,115,151
"1434","New York",1983,27,3,126,156
"1435","New York",1982,29,5,119,153
"1436","New York",1981,3,5,128,136
"1437","New York",1980,28,9,124,161
"1438","New York",1979,39,8,137,184
"1439","New York",1978,41,6,164,211
"1440","New York",1977,53,6,149,208
"1441","New York",1976,52,6,187,245
"1442","New York",1975,55,4,218,277
"1443","North Carolina",2017,31,57,3,91
"1444","North Carolina",2016,28,44,1,73
"1445","North Carolina",2015,26,38,1,65
"1446","North Carolina",2014,26,36,1,63
"1447","North Carolina",2013,24,32,1,57
"1448","North Carolina",2012,25,32,1,58
"1449","North Carolina",2011,27,28,3,58
"1450","North Carolina",2010,18,31,5,54
"1451","North Carolina",2009,18,31,5,54
"1452","North Carolina",2008,25,36,4,65
"1453","North Carolina",2007,16,27,3,46
"1454","North Carolina",2006,20,24,4,48
"1455","North Carolina",2005,26,26,1,53
"1456","North Carolina",2004,25,33,1,59
"1457","North Carolina",2003,22,60,12,94
"1458","North Carolina",2002,22,43,7,72
"1459","North Carolina",2001,19,43,5,67
"1460","North Carolina",2000,16,46,3,65
"1461","North Carolina",1999,14,47,2,63
"1462","North Carolina",1998,19,43,3,65
"1463","North Carolina",1997,19,3,45,67
"1464","North Carolina",1996,22,2,39,63
"1465","North Carolina",1995,29,0,36,65
"1466","North Carolina",1994,30,0,31,61
"1467","North Carolina",1993,23,0,29,52
"1468","North Carolina",1992,14,0,17,31
"1469","North Carolina",1991,16,1,18,35
"1470","North Carolina",1990,8,1,23,32
"1471","North Carolina",1989,10,1,14,25
"1472","North Carolina",1988,7,0,19,26
"1473","North Carolina",1987,7,0,5,12
"1474","North Carolina",1986,1,0,20,21
"1475","North Carolina",1985,3,1,23,27
"1476","North Carolina",1984,6,0,22,28
"1477","North Carolina",1983,5,0,27,32
"1478","North Carolina",1982,5,0,27,32
"1479","North Carolina",1981,6,0,33,39
"1480","North Carolina",1980,3,0,30,33
"1481","North Carolina",1979,4,0,29,33
"1482","North Carolina",1978,3,0,29,32
"1483","North Carolina",1977,6,1,39,46
"1484","North Carolina",1976,4,0,33,37
"1485","North Carolina",1975,9,0,30,39
"1486","North Dakota",2017,0,4,1,5
"1487","North Dakota",2016,1,1,0,2
"1488","North Dakota",2015,0,1,1,2
"1489","North Dakota",2014,0,4,1,5
"1490","North Dakota",2013,0,4,1,5
"1491","North Dakota",2012,0,3,0,3
"1492","North Dakota",2011,0,6,0,6
"1493","North Dakota",2010,1,5,0,6
"1494","North Dakota",2009,1,5,0,6
"1495","North Dakota",2008,1,3,1,5
"1496","North Dakota",2007,3,3,1,7
"1497","North Dakota",2006,3,1,0,4
"1498","North Dakota",2005,2,3,0,5
"1499","North Dakota",2004,3,2,0,5
"1500","North Dakota",2003,5,6,0,11
"1501","North Dakota",2002,3,6,0,9
"1502","North Dakota",2001,5,6,0,11
"1503","North Dakota",2000,4,7,1,12
"1504","North Dakota",1999,2,5,1,8
"1505","North Dakota",1998,1,6,0,7
"1506","North Dakota",1997,0,0,8,8
"1507","North Dakota",1996,3,0,9,12
"1508","North Dakota",1995,3,0,7,10
"1509","North Dakota",1994,2,0,6,8
"1510","North Dakota",1993,2,0,4,6
"1511","North Dakota",1992,1,0,4,5
"1512","North Dakota",1991,1,0,6,7
"1513","North Dakota",1990,2,0,5,7
"1514","North Dakota",1989,0,0,4,4
"1515","North Dakota",1988,0,0,3,3
"1516","North Dakota",1987,1,0,6,7
"1517","North Dakota",1986,1,0,10,11
"1518","North Dakota",1985,1,0,4,5
"1519","North Dakota",1984,2,0,8,10
"1520","North Dakota",1983,0,0,5,5
"1521","North Dakota",1982,0,0,4,4
"1522","North Dakota",1981,1,1,3,5
"1523","North Dakota",1980,0,1,3,4
"1524","North Dakota",1979,1,1,7,9
"1525","North Dakota",1978,1,1,8,10
"1526","North Dakota",1977,1,0,6,7
"1527","North Dakota",1976,1,0,6,7
"1528","North Dakota",1975,3,0,3,6
"1529","Ohio",2017,101,103,22,226
"1530","Ohio",2016,129,79,13,221
"1531","Ohio",2015,144,84,13,241
"1532","Ohio",2014,135,76,7,218
"1533","Ohio",2013,123,74,13,210
"1534","Ohio",2012,127,66,17,210
"1535","Ohio",2011,126,69,21,216
"1536","Ohio",2010,121,74,19,214
"1537","Ohio",2009,121,74,19,214
"1538","Ohio",2008,113,75,12,200
"1539","Ohio",2007,104,65,12,181
"1540","Ohio",2006,115,69,8,192
"1541","Ohio",2005,131,72,3,206
"1542","Ohio",2004,139,56,4,199
"1543","Ohio",2003,161,136,7,304
"1544","Ohio",2002,161,124,11,296
"1545","Ohio",2001,161,129,10,300
"1546","Ohio",2000,174,139,11,324
"1547","Ohio",1999,189,121,7,317
"1548","Ohio",1998,205,127,10,342
"1549","Ohio",1997,217,14,120,351
"1550","Ohio",1996,200,10,106,316
"1551","Ohio",1995,174,1,109,284
"1552","Ohio",1994,140,1,83,224
"1553","Ohio",1993,140,1,87,228
"1554","Ohio",1992,137,3,87,227
"1555","Ohio",1991,110,2,57,169
"1556","Ohio",1990,116,2,76,194
"1557","Ohio",1989,91,0,63,154
"1558","Ohio",1988,89,2,69,160
"1559","Ohio",1987,92,3,77,172
"1560","Ohio",1986,75,2,79,156
"1561","Ohio",1985,28,0,81,109
"1562","Ohio",1984,58,4,86,148
"1563","Ohio",1983,60,3,95,158
"1564","Ohio",1982,54,6,87,147
"1565","Ohio",1981,43,2,98,143
"1566","Ohio",1980,41,5,92,138
"1567","Ohio",1979,36,4,103,143
"1568","Ohio",1978,41,2,107,150
"1569","Ohio",1977,50,1,111,162
"1570","Ohio",1976,45,3,118,166
"1571","Ohio",1975,51,5,132,188
"1572","Oklahoma",2017,17,13,0,30
"1573","Oklahoma",2016,18,7,0,25
"1574","Oklahoma",2015,17,5,0,22
"1575","Oklahoma",2014,12,8,1,21
"1576","Oklahoma",2013,15,4,1,20
"1577","Oklahoma",2012,12,9,1,22
"1578","Oklahoma",2011,9,12,1,22
"1579","Oklahoma",2010,12,9,1,22
"1580","Oklahoma",2009,12,9,1,22
"1581","Oklahoma",2008,10,9,0,19
"1582","Oklahoma",2007,17,6,0,23
"1583","Oklahoma",2006,23,10,1,34
"1584","Oklahoma",2005,22,10,1,33
"1585","Oklahoma",2004,28,6,2,36
"1586","Oklahoma",2003,20,29,0,49
"1587","Oklahoma",2002,19,30,0,49
"1588","Oklahoma",2001,21,35,0,56
"1589","Oklahoma",2000,17,35,0,52
"1590","Oklahoma",1999,20,34,0,54
"1591","Oklahoma",1998,17,34,0,51
"1592","Oklahoma",1997,15,0,29,44
"1593","Oklahoma",1996,18,0,24,42
"1594","Oklahoma",1995,15,0,13,28
"1595","Oklahoma",1994,14,0,9,23
"1596","Oklahoma",1993,13,0,12,25
"1597","Oklahoma",1992,15,0,15,30
"1598","Oklahoma",1991,10,0,13,23
"1599","Oklahoma",1990,8,0,12,20
"1600","Oklahoma",1989,9,1,9,19
"1601","Oklahoma",1988,10,0,13,23
"1602","Oklahoma",1987,7,0,12,19
"1603","Oklahoma",1986,4,0,14,18
"1604","Oklahoma",1985,4,0,15,19
"1605","Oklahoma",1984,4,0,13,17
